sku,image_url,error
BED-99291-MONO-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/165636364-165636364-HC27072023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99288-WESLEY-SINGLE-BED-WITH-STORAGE,https://media.homecentre.com/i/homecentre/164019339-164019339-HC03022022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99289-NEBULOUS-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/165555879-165555879-HC19062023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99286-NAZARIO-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/164619130-164619130-HC16012023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99296-CHANTELLE-KING-BED-WITH-USB-AN,https://media.homecentre.com/i/homecentre/165947942-165947942-HC12122023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99301-ANASA-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/168002734-168002734-HC30062025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99298-MISHA-DAYBED-WITH-UNDERBED-90X,https://media.homecentre.com/i/homecentre/166895112-166895116-HC24092024_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-109648-SOUTH-HAMPTON-KING-BED,https://shop.theyardqatar.com/cdn/shop/products/mh10521-rs.jpg?v=1678341947&width=360,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99305-HEATHER-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/167514746-167514746-HC24022025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99312-STELLAR-VOX-BED-200X200-CM,https://media.homecentre.com/i/homecentre/910011208-910011208-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99310-STELLAR-VOX-BED-WITH-HYDRAULIC,https://media.homecentre.com/i/homecentre/910011207-910011207-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99308-STELLAR-KARIN-BED-200X200-CM,https://media.homecentre.com/i/homecentre/910011006-910011006-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99323-PRATO-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/166993630-166993630-HC09012025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99314-STELLAR-ESSENCE-BED-WITH-HYDRA,https://media.homecentre.com/i/homecentre/910011213-910011213-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99318-SOMERTON-WING-QUEEN-BED-160X20,https://media.homecentre.com/i/homecentre/167640253-167640253-HC13062025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99320-MISHA-DAYBED-WITH-UNDERBED-90X,https://media.homecentre.com/i/homecentre/166895116-166895116-HC24092024_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99332-COLTON-SINGLE-BED-WITH-STORAGE,https://media.homecentre.com/i/homecentre/161608643-161608643-HC211019_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99328-NAZARIO-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/164619133-164619133-HC16012023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99324-SOMERTON-LOW-QUEEN-BED-160X200,https://media.homecentre.com/i/homecentre/167640256-167640256-HC13062025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99326-MONA-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/165767517-165767517-HC21092023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99334-NEO-LUX-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/165082862-165082862-HC10102022_01-2100.jpeg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99337-FRANK-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/168180547-168180547-HC16052025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99342-CHEER-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/164291619-164291619-HC27062022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99340-MAISON-KING-BED-WITH-GUIDE-LIG,https://media.homecentre.com/i/homecentre/165937017-165937017-HC12122023_02-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99346-HARRODS-DAYBED-WITH-UNDERBED-9,https://media.homecentre.com/i/homecentre/162642324-162642324-HC05102020_02-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99344-TARANTO-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/166993603-166993603-HC09012025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99348-CHEVVY-KING-BED-WITH-HYDRAULIC,https://media.homecentre.com/i/homecentre/167017498-165505019-HC26052023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99352-WESLEY-QUEEN-BED-WITH-STORAGE-,https://media.homecentre.com/i/homecentre/164019344-164019344-HC03022022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99356-ASH-CONVERTIBLE-DAYBED-90X200-,https://media.homecentre.com/i/homecentre/165765985-164271095-HC31052022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99357-WESLEY-KING-BED-WITH-STORAGE-1,https://media.homecentre.com/i/homecentre/164019349-164019349-HC03022022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99361-VOGUE-WAVE-QUEEN-BED-160X200-C,https://media.homecentre.com/i/homecentre/910011358-910011358-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99359-STELLAR-KARIN-BED-WITH-DRAWER-,https://media.homecentre.com/i/homecentre/910011028-910011028-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99363-VOGUE-HALO-QUEEN-BED-160X200-C,https://media.homecentre.com/i/homecentre/910011365-910011365-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99371-STELLAR-LOFT-BED-WITH-DRAWER-S,https://media.homecentre.com/i/homecentre/910010958-910010958-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99369-VOGUE-HALO-QUEEN-BED-160X200-C,https://media.homecentre.com/i/homecentre/910011373-910011373-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99367-VOGUE-HALO-QUEEN-BED-WITH-HYDR,https://media.homecentre.com/i/homecentre/910011367-910011367-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99389-MOONSTONE-DAYBED-WITH-UNDERBED,https://media.homecentre.com/i/homecentre/164187225-164187225-HC15022022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'carpet'. This image may contain the wrong product type or category. Detection confidence: 0.971""}"
BED-99395-STARK-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/166218264-166218264-HC16122023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99393-CHARCOAL-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/165634636-165634636-HC22062023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99397-CHEVRON-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/162820026-162820026-HC25102020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99415-COLTON-QUEEN-BED-WITH-STORAGE-,https://media.homecentre.com/i/homecentre/165748683-165748683-HC28072023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99418-NEPTUNE-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/162674259-162674259-HC25102020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99413-NOVA-KING-BED-WITH-HYDRAULIC-S,https://media.homecentre.com/i/homecentre/165045530-165045530-HC12122022_01-2100.jpeg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99422-CHANTELLE-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/165947932-165947932-HC12122023_01-2100.JPG?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99430-RUBIK-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/166836816-166836816-HC10062024_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99428-STARK-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/164959835-164959835-HC12122022_01-2100.jpeg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99432-KOURTNEY-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/164320432-164320432-HC10052022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99424-PETRA-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/163157047-163157047-HC01062021_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99435-INNOVA-SINGLE-DAYBED-90X200-CM,https://media.homecentre.com/i/homecentre/162576221-162576221-HC22092020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'floor-stand'. This image may contain the wrong product type or category. Detection confidence: 0.972""}"
BED-99441-OPTEC-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/162814527-162814527-HC21032021_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99439-CHEER-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/164291611-164291611-HC27062022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99437-NAZARIO-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/163705082-163705082-HC23092021_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99447-LIVERPOOL-SINGLE-BED-120X200-C,https://media.homecentre.com/i/homecentre/164741788-164741788-HC19082022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99444-MAISON-SINGLE-BED-WITH-GUIDE-L,https://media.homecentre.com/i/homecentre/166895154-166895154-HC03072024_03-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99449-NEXT-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/161502042-161502042-HC250619_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99451-OBLIQUE-BOHO-SINGLE-BED-120X20,https://media.homecentre.com/i/homecentre/164741789-164741789-HC19082022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99457-NEPTUNE-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/165748690-165748690-HC28072023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99459-WINGER-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/164291623-164291623-HC27062022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99453-MAY-QUEEN-BED-WITH-STORAGE-160,https://media.homecentre.com/i/homecentre/165748697-165748697-HC27072023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99461-WINGER-SINGLE-BED-120X200-CM,https://media.homecentre.com/i/homecentre/167042038-164291631-HC27062022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99466-CHARCOAL-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/165634639-165634639-HC22062023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99464-NORDIC-FRENCH-KING-BED-180X200,https://media.homecentre.com/i/homecentre/165809955-165809955-HC13092023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99468-MAYA-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/164401199-164401199-HC19082022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99470-NEXT-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/162756958-162756958-HC01112020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99474-VOGUE-HALO-KING-BED-WITH-HYDRA,https://media.homecentre.com/i/homecentre/910011363-910011363-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99481-VOGUE-HALO-KING-BED-WITH-HYDRA,https://media.homecentre.com/i/homecentre/910011371-910011371-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99484-VOGUE-WAVE-KING-BED-WITH-HYDRA,https://media.homecentre.com/i/homecentre/910011372-910011372-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99479-VOGUE-HALO-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/910011369-910011369-HC17032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99489-STELLAR-LOFT-BED-WITH-MEDIA-ST,https://media.homecentre.com/i/homecentre/910011286-910011286-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99490-JAYDEN-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/167729638-167729638-HC09062025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99493-SOLACE-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/162462719-162462719-HC05102020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99487-STELLAR-ESSENCE-KING-BED-180X2,https://media.homecentre.com/i/homecentre/910011075-910011075-HC13032025_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99495-HAYDEN-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/162788721-162788721-HC04012021_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99502-KOURTNEY-QUEEN-BED-160X200-CM,https://media.homecentre.com/i/homecentre/164320428-164320428-HC10052022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99499-JAMIE-KING-BED-WITH-STORAGE-18,https://media.homecentre.com/i/homecentre/162752302-162752302-HC25102020_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99500-ANDERS-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/165044734-165044734-HC14122022_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-99504-TODD-KING-BED-180X200-CM,https://media.homecentre.com/i/homecentre/165634645-165634645-HC27072023_01-2100.jpg?$prodimg-d-sqr-3$&$quality-standard$&fmt=auto&sm=c,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
