sku,image_url,error
BED-96460-VITVAL-LOFT-BED-FRAME-WITH-DES,https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0688141_pe722337_s5.jpg?f=xxs,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-96449-MALM-BED-FRAME-HIGH-W-2-STORAG,https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-blue-loenset__1330510_pe945705_s5.jpg?f=xxs,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'chaise-lounge'. This image may contain the wrong product type or category. Detection confidence: 0.866""}"
BED-96865-BRIMNES-DAY-BED-W-2-DRAWERS2-M,https://www.ikea.com/sa/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-white-afjaell-firm__1161840_pe889557_s5.jpg?f=xxs,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'chaise-lounge'. This image may contain the wrong product type or category. Detection confidence: 0.426""}"
BED-96909-GLAMBERGET-EXTENDABLE-BED-W-ST,https://www.ikea.com/sa/en/images/products/glamberget-extendable-bed-w-stor-2-mattresses-pine-afjaell-firm__1335916_pe947204_s5.jpg?f=xxs,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'chaise-lounge'. This image may contain the wrong product type or category. Detection confidence: 0.871""}"
BED-96876-HEMNES-DAY-BED-W-3-DRAWERS2-MA,https://www.ikea.com/sa/en/images/products/hemnes-day-bed-w-3-drawers-2-mattresses-grey-agotnes-firm__1180539_pe896364_s5.jpg?f=xxs,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-96915-VIHALS-DAY-BED-WITH-STORAGE1-M,https://www.ikea.com/sa/en/images/products/vihals-day-bed-with-storage-1-mattress-white-afjaell-medium-firm__1426965_pe980096_s5.jpg?f=xxs,"Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-96910-UTKER-STACKABLE-BED-WITH-2-MAT,https://www.ikea.com/sa/en/images/products/utaker-stackable-bed-with-2-mattresses-pine-afjaell-firm__1161848_pe889564_s5.jpg?f=xxs,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'chaise-lounge'. This image may contain the wrong product type or category. Detection confidence: 0.903""}"
BED-96916-FLEKKE-DAY-BED-W-2-DRAWERS2-MA,https://www.ikea.com/sa/en/images/products/flekke-day-bed-w-2-drawers-2-mattresses-black-brown-afjaell-firm__1162088_pe889631_s5.jpg?f=xxs,"Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'chaise-lounge'. This image may contain the wrong product type or category. Detection confidence: 0.938""}"
BED-62904-VENICE-SINGLE-BED-120X200-CM-W,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012MVP0800146_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62905-HIBORI-KING-BED-180X200-CM-BRO,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012DAT1900002_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62903-VENICE-QUEEN-BED-160X200-CM-WH,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012MVP0800147_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62908-LYRAH-KING-BED-180X200CM-WALNU,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FHA1100089_1.jpg","Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'pillow'. This image may contain the wrong product type or category. Detection confidence: 0.911""}"
BED-62909-MATCL-DAYBED-90X190-CM-WITH-TR,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012HGA2000020_12.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62906-HIBORI-QUEEN-BED-160X200-CM-BR,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012DAT1900001_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62907-WING-KING-BED-180X200-CM-GREY,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF2000139_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62915-PRANA-KING-BED-180-X-200-CM-WI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012TIT1900044_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62913-ISAIAH-QUEEN-BED-160X200-CM-BE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012JMS1000026_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62914-PLEIN-BED-180X200-CM-WHITE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012HRB0800116_10.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62911-PRAGUE-BED-180X200CM-WITH-USB-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012GDB0800072_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62916-TIPTON-KING-BED-180-X-200-CM-W,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012TIT1000045_9.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62921-JAXON-BED-180X200-CM-WALNUT,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012VNT1100100_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62918-LOREIN-SINGLE-BED-120X200-CM-B,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF1000161_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62919-LOREIN-QUEEN-BED-160X200-CM-BE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF1000160_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62923-FORTE-KING-BED-180X200-WITH-ST,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012TIT2000046_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62930-SALMAR-KING-BED-180X200-CM-BEI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012JXD1000128_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62928-NERVA-BED-WITH-STORAGE-180X200,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012LDT1000002_9.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62927-KAPRI-QUEEN-BED-160X200-CM-NAT,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FJF0500037_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62939-PETERMANN-KING-BED-180X200-CM-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF1000124_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62933-LORIEN-KING-BED-180X200-CM-BEI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012JXD1000127_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62936-PALMO-BED-180X200-CM,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012HRB1100104_01_5.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62932-SURATHANI-BED-160X200-CM,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FOR1000038_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62950-MADRID-BED-160X200-CM-WITH-PAN,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012CMR0500458_7.jpg","Validation error: {""detail"":""No objects detected in image for category 'bed'. Cannot ingest product without detection. Please ensure the image contains a clear view of the product.""}"
BED-62943-OMAHA-QUEEN-BED-160X200-CM-WHI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012GVS0800025_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62941-BLAZERIA-QUEEN-BED-160X200-CM-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FPH1000010_10.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62945-CASAMIA-BED-180X200-CM-GREY,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012HRB2000110_9.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62952-SURATHANI-SINGLE-BED-120X200-C,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FOR1000020_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62957-MARIMAR-BED180X200-CM-CHAMPAGN,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012LDC5200020_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62960-EVERGLADES-KIDS-TWIN-BED-140X1,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/7/072QGF0800012_5.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62956-WRENLEY-QUEEN-BED-WITH-HYDRAUL,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012DYD1000040_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62970-WALTER-KING-BED-180X200-CM-LIG,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012CMF8200036_01_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62966-LINEN-QUEEN-BED-160X200-CM-WHI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QGF0800011_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62962-GABRIELLA-BED-180X200-CM-MATT-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012yga1900570_01.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62968-OMEGA-QUEEN-BED-160X200-CM-OFF,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012DCF7000109_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62974-GRIMSBY-TWIN-BED-140X200-CM-WA,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012SFI1100246_01_5.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62978-ROME-BED-180X200-CM-WALNUT,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012MVP1100141_01_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62980-BELFAST-BED-180X200-CM-WALNUT,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012MVP1100138_01_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62976-GRIMSBY-SINGLE-BED-120X200-CM-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012SFI1100245_01_5.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62984-HANNAH-DAY-BED-WITH-TRUNDEL-90,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012CMF2000031_01_8.jpg","Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'floor-stand'. This image may contain the wrong product type or category. Detection confidence: 0.956""}"
BED-62988-BERTHA-DAY-BED-WITH-TRUNDEL-90,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012CMF0800034_01_8.jpg","Validation error: {""detail"":""Category mismatch: Expected 'bed' but detected 'carpet'. This image may contain the wrong product type or category. Detection confidence: 0.920""}"
BED-62986-MATHILDA-DAY-BED-WITH-TRUNDEL-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012CMF2000030_01_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62991-ANTLIA-KING-BED-180X200-CM-GRE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012PCN2000093_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63000-JOSPHIN-QUEEN-BED-160X200-CM-B,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FPH1000002_9.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63001-PHILOMINA-QUEEN-BED-160X200-CM,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FPH1000001_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62998-PHILOMINA-KING-BED-180X200-CM-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FPH1000004_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-62993-JOSNA-KING-BED-180X200-CM-GREY,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FPH2000006_12.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63005-WESTERLY-BED-180X200-CM-WHITE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012GFR0800368_14.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63009-SHERBETIN-BED-200X200-CM-SOLID,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012AYN0500004_14.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63012-COOLWAVE-QUEEN-BED-160X200-CM-,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF2000118_8.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63007-GLEMERRA-BED-200X200-CM-FABRIC,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012ayn0500007_1.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63020-ELLI-QUEEN-BED-160X200-CM-WITH,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012ZGB2000005_12.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63017-GRIMSBY-QUEEN-BED-160X200-CM-W,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012SFI1100232_1_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63013-REZZA-BED-180X200CM-SOLID-WOOD,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012FHA2000078_5.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63018-SILVINO-QUEEN-BED-160X200-CM-W,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012SFI0800237_1_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63030-ROYAL-BED-180X200-CM-OFF-WHITE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF7000093_1_9.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63028-OXALIA-KING-BED-180X200-CM-DAR,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012ngm8400024__1.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63025-MAXIUM-KING-BED-180X200-CM-BEI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012JXD1000101_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63026-EDLOE-KING-BED-180X200-CM-BEIG,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012AOL1000136_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63032-BURKESVILLE-BED-180X200-CM-WHI,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012XFC0800050_6_4.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63036-BRUCITE-BED-180X200-CM-BEIGE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF1000086_5_3.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63039-INVICTA-TWIN-BED-140X190-CM-MD,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012SAI1900113_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63034-FLEECE-BED-160X200-CM-WHITE,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012XFC0800051_6_7.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63044-MARRLIE-BED-180X200-CM-GREY,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF2000087_5_3.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63052-TADCASTER-BED-WITH-DRAWER-160X,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/011CMF1000022_1.JPG","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63051-COOLPLUS-KIDS-BED-120X200-CM,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/5/055SMY4800132_2.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63049-BERYLLONITE-HYDRAULIC-BED-WITH,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012QAF1000084_10.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63058-OLGA-TWIN-BED-VELVET-PINK-140X,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/1/012BAS3100036_6.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
BED-63055-RUBINSTEIN-KIDS-BED-120X200-CM,"https://cdn.panhomestores.com/cdn-cgi/image/width=299px,quality=60,%20format=auto,%20dpr=1/media/catalog/product/0/5/051SMY1300086_1.jpg","Client error '404 Not Found' for url 'http://localhost:8000/api/v1/catalog/upsert'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
